order_id,item_id,item_name,price,ordered_at
1024,2,Truffle Fries,6.00,2025-02-23 16:02:00
1025,1,Classic Burger,10.00,2025-02-03 09:47:00
1026,1,Classic Burger,10.00,2025-03-20 20:06:00
1026,2,Truffle Fries,6.00,2025-03-20 20:06:00
1027,2,Truffle Fries,6.00,2025-01-07 05:46:00
1028,4,Onion Rings,5.00,2025-02-13 01:28:00
1029,7,Milkshake,7.00,2025-03-20 19:24:00
1030,5,Veggie Burger,11.00,2025-01-11 21:14:00
1030,6,Soda,3.00,2025-01-11 21:14:00
1031,1,Classic Burger,10.00,2025-01-11 14:41:00
1031,2,Truffle Fries,6.00,2025-01-11 14:41:00
1031,6,Soda,3.00,2025-01-11 14:41:00
1032,1,Classic Burger,10.00,2025-03-07 23:09:00
1032,2,Truffle Fries,6.00,2025-03-07 23:09:00
1032,6,Soda,3.00,2025-03-07 23:09:00
1033,5,Veggie Burger,11.00,2025-03-21 16:40:00
1034,6,Soda,3.00,2025-02-04 11:49:00
1035,7,Milkshake,7.00,2025-03-13 07:56:00
1036,1,Classic Burger,10.00,2025-02-24 23:24:00
1036,2,Truffle Fries,6.00,2025-02-24 23:24:00
1037,6,Soda,3.00,2025-03-18 03:48:00
1038,6,Soda,3.00,2025-01-23 09:11:00
1039,6,Soda,3.00,2025-01-09 06:06:00
1040,6,Soda,3.00,2025-03-31 11:26:00
1041,5,Veggie Burger,11.00,2025-01-13 03:28:00
1041,6,Soda,3.00,2025-01-13 03:28:00
1042,2,Truffle Fries,6.00,2025-02-25 16:07:00
1043,6,Soda,3.00,2025-02-19 13:06:00
1044,1,Classic Burger,10.00,2025-03-07 08:27:00
1045,2,Truffle Fries,6.00,2025-02-17 13:39:00
1046,1,Classic Burger,10.00,2025-01-07 06:52:00
1046,2,Truffle Fries,6.00,2025-01-07 06:52:00
1046,6,Soda,3.00,2025-01-07 06:52:00
1047,1,Classic Burger,10.00,2025-01-07 22:05:00
1047,6,Soda,3.00,2025-01-07 22:05:00
1048,1,Classic Burger,10.00,2025-03-24 20:55:00
1048,2,Truffle Fries,6.00,2025-03-24 20:55:00
1049,1,Classic Burger,10.00,2025-02-14 15:24:00
1049,2,Truffle Fries,6.00,2025-02-14 15:24:00
1050,1,Classic Burger,10.00,2025-02-13 11:33:00
1050,2,Truffle Fries,6.00,2025-02-13 11:33:00
1050,6,Soda,3.00,2025-02-13 11:33:00
1051,1,Classic Burger,10.00,2025-02-09 16:38:00
1051,2,Truffle Fries,6.00,2025-02-09 16:38:00
1051,6,Soda,3.00,2025-02-09 16:38:00
1052,5,Veggie Burger,11.00,2025-04-01 00:56:00
1052,7,Milkshake,7.00,2025-04-01 00:56:00
1053,1,Classic Burger,10.00,2025-01-11 09:42:00
1053,2,Truffle Fries,6.00,2025-01-11 09:42:00
1053,6,Soda,3.00,2025-01-11 09:42:00
1054,2,Truffle Fries,6.00,2025-01-26 19:29:00
1055,2,Truffle Fries,6.00,2025-01-08 07:40:00
1056,1,Classic Burger,10.00,2025-02-20 13:12:00
1056,2,Truffle Fries,6.00,2025-02-20 13:12:00
1057,6,Soda,3.00,2025-03-26 18:40:00
1058,3,Lobster Roll,18.00,2025-02-07 10:49:00
1058,4,Onion Rings,5.00,2025-02-07 10:49:00
1058,6,Soda,3.00,2025-02-07 10:49:00
1059,7,Milkshake,7.00,2025-01-01 15:42:00
1060,6,Soda,3.00,2025-03-13 19:49:00
1061,7,Milkshake,7.00,2025-03-05 20:43:00
1062,5,Veggie Burger,11.00,2025-02-21 01:05:00
1062,6,Soda,3.00,2025-02-21 01:05:00
1063,5,Veggie Burger,11.00,2025-01-06 18:45:00
1064,3,Lobster Roll,18.00,2025-02-13 20:33:00
1064,6,Soda,3.00,2025-02-13 20:33:00
1065,1,Classic Burger,10.00,2025-01-08 18:00:00
1065,6,Soda,3.00,2025-01-08 18:00:00
1066,6,Soda,3.00,2025-03-03 22:01:00
1067,6,Soda,3.00,2025-03-28 03:56:00
1068,1,Classic Burger,10.00,2025-02-24 13:44:00
1068,2,Truffle Fries,6.00,2025-02-24 13:44:00
1069,7,Milkshake,7.00,2025-01-30 06:07:00
1070,1,Classic Burger,10.00,2025-03-07 15:32:00
1070,2,Truffle Fries,6.00,2025-03-07 15:32:00
1070,6,Soda,3.00,2025-03-07 15:32:00
1071,1,Classic Burger,10.00,2025-02-12 01:49:00
1071,6,Soda,3.00,2025-02-12 01:49:00
1072,2,Truffle Fries,6.00,2025-02-21 16:52:00
1072,7,Milkshake,7.00,2025-02-21 16:52:00
1073,1,Classic Burger,10.00,2025-02-16 12:07:00
1074,1,Classic Burger,10.00,2025-02-04 02:14:00
1074,2,Truffle Fries,6.00,2025-02-04 02:14:00
1075,7,Milkshake,7.00,2025-04-01 00:15:00
1076,5,Veggie Burger,11.00,2025-01-02 04:05:00
1077,1,Classic Burger,10.00,2025-03-22 09:17:00
1077,2,Truffle Fries,6.00,2025-03-22 09:17:00
1077,6,Soda,3.00,2025-03-22 09:17:00
1078,1,Classic Burger,10.00,2025-01-26 05:57:00
1078,2,Truffle Fries,6.00,2025-01-26 05:57:00
1078,6,Soda,3.00,2025-01-26 05:57:00
1079,1,Classic Burger,10.00,2025-03-20 02:12:00
1079,2,Truffle Fries,6.00,2025-03-20 02:12:00
1080,5,Veggie Burger,11.00,2025-01-09 20:37:00
1080,6,Soda,3.00,2025-01-09 20:37:00
1081,5,Veggie Burger,11.00,2025-01-13 08:46:00
1082,4,Onion Rings,5.00,2025-02-09 09:17:00
1083,6,Soda,3.00,2025-03-28 11:29:00
1084,1,Classic Burger,10.00,2025-02-20 02:51:00
1084,2,Truffle Fries,6.00,2025-02-20 02:51:00
1085,1,Classic Burger,10.00,2025-01-05 06:22:00
1086,1,Classic Burger,10.00,2025-03-24 06:43:00
1086,2,Truffle Fries,6.00,2025-03-24 06:43:00
1087,6,Soda,3.00,2025-02-21 10:05:00
1088,6,Soda,3.00,2025-02-26 22:51:00
1089,6,Soda,3.00,2025-01-23 00:09:00
1090,1,Classic Burger,10.00,2025-03-16 06:09:00
1090,2,Truffle Fries,6.00,2025-03-16 06:09:00
1090,6,Soda,3.00,2025-03-16 06:09:00
1091,7,Milkshake,7.00,2025-03-13 16:08:00
1092,6,Soda,3.00,2025-03-21 02:34:00
1093,6,Soda,3.00,2025-01-15 22:46:00
1094,1,Classic Burger,10.00,2025-03-21 20:16:00
1094,2,Truffle Fries,6.00,2025-03-21 20:16:00
1094,6,Soda,3.00,2025-03-21 20:16:00
1095,1,Classic Burger,10.00,2025-02-02 06:50:00
1095,2,Truffle Fries,6.00,2025-02-02 06:50:00
1095,6,Soda,3.00,2025-02-02 06:50:00
1096,1,Classic Burger,10.00,2025-02-06 17:27:00
1097,3,Lobster Roll,18.00,2025-02-28 20:20:00
1097,4,Onion Rings,5.00,2025-02-28 20:20:00
1098,1,Classic Burger,10.00,2025-01-03 23:17:00
1098,6,Soda,3.00,2025-01-03 23:17:00
1099,1,Classic Burger,10.00,2025-01-25 14:55:00
1099,2,Truffle Fries,6.00,2025-01-25 14:55:00
1099,6,Soda,3.00,2025-01-25 14:55:00
1100,5,Veggie Burger,11.00,2025-02-10 04:19:00
1100,6,Soda,3.00,2025-02-10 04:19:00
1101,1,Classic Burger,10.00,2025-01-24 15:26:00
1101,2,Truffle Fries,6.00,2025-01-24 15:26:00
1102,6,Soda,3.00,2025-03-04 23:27:00
1103,1,Classic Burger,10.00,2025-03-03 12:00:00
1103,2,Truffle Fries,6.00,2025-03-03 12:00:00
1104,1,Classic Burger,10.00,2025-02-27 04:18:00
1105,5,Veggie Burger,11.00,2025-01-29 14:38:00
1106,2,Truffle Fries,6.00,2025-01-18 22:04:00
1107,6,Soda,3.00,2025-03-04 02:37:00
1108,1,Classic Burger,10.00,2025-02-22 06:13:00
1108,2,Truffle Fries,6.00,2025-02-22 06:13:00
1108,6,Soda,3.00,2025-02-22 06:13:00
1109,6,Soda,3.00,2025-02-09 14:06:00
1110,2,Truffle Fries,6.00,2025-01-30 18:57:00
1111,3,Lobster Roll,18.00,2025-01-20 21:50:00
1112,1,Classic Burger,10.00,2025-03-02 10:16:00
1112,2,Truffle Fries,6.00,2025-03-02 10:16:00
1113,7,Milkshake,7.00,2025-03-16 22:52:00
1114,1,Classic Burger,10.00,2025-01-29 17:07:00
1114,2,Truffle Fries,6.00,2025-01-29 17:07:00
1114,6,Soda,3.00,2025-01-29 17:07:00
1115,5,Veggie Burger,11.00,2025-02-13 16:57:00
1115,6,Soda,3.00,2025-02-13 16:57:00
1116,1,Classic Burger,10.00,2025-02-22 20:34:00
1116,2,Truffle Fries,6.00,2025-02-22 20:34:00
1116,6,Soda,3.00,2025-02-22 20:34:00
1117,5,Veggie Burger,11.00,2025-03-02 04:10:00
1118,2,Truffle Fries,6.00,2025-03-13 07:29:00
1119,5,Veggie Burger,11.00,2025-03-29 15:42:00
1120,2,Truffle Fries,6.00,2025-01-12 12:06:00
1121,4,Onion Rings,5.00,2025-03-03 05:20:00
1122,7,Milkshake,7.00,2025-01-30 08:08:00
1123,6,Soda,3.00,2025-02-26 05:21:00
1124,6,Soda,3.00,2025-02-09 07:13:00
1125,1,Classic Burger,10.00,2025-03-24 02:58:00
1125,6,Soda,3.00,2025-03-24 02:58:00
1126,5,Veggie Burger,11.00,2025-03-18 21:42:00
1127,2,Truffle Fries,6.00,2025-01-26 10:52:00
1128,1,Classic Burger,10.00,2025-01-22 19:15:00
1128,2,Truffle Fries,6.00,2025-01-22 19:15:00
1129,2,Truffle Fries,6.00,2025-01-22 12:11:00
1130,1,Classic Burger,10.00,2025-01-20 22:23:00
1130,2,Truffle Fries,6.00,2025-01-20 22:23:00
1131,6,Soda,3.00,2025-01-20 06:50:00
1132,5,Veggie Burger,11.00,2025-03-12 12:38:00
1133,3,Lobster Roll,18.00,2025-02-05 01:57:00
1133,6,Soda,3.00,2025-02-05 01:57:00
1134,7,Milkshake,7.00,2025-03-23 14:49:00
1135,6,Soda,3.00,2025-03-10 11:58:00
1136,1,Classic Burger,10.00,2025-03-24 04:17:00
1136,2,Truffle Fries,6.00,2025-03-24 04:17:00
1136,3,Lobster Roll,18.00,2025-03-24 04:17:00
1136,6,Soda,3.00,2025-03-24 04:17:00
1137,5,Veggie Burger,11.00,2025-03-03 08:10:00
1137,6,Soda,3.00,2025-03-03 08:10:00
1138,7,Milkshake,7.00,2025-01-13 01:48:00
1139,2,Truffle Fries,6.00,2025-03-25 00:12:00
1140,1,Classic Burger,10.00,2025-01-03 22:12:00
1140,2,Truffle Fries,6.00,2025-01-03 22:12:00
1141,2,Truffle Fries,6.00,2025-01-25 03:19:00
1142,1,Classic Burger,10.00,2025-01-31 05:00:00
1142,6,Soda,3.00,2025-01-31 05:00:00
1143,1,Classic Burger,10.00,2025-02-08 19:55:00
1143,2,Truffle Fries,6.00,2025-02-08 19:55:00
1143,6,Soda,3.00,2025-02-08 19:55:00
1144,1,Classic Burger,10.00,2025-03-29 02:30:00
1144,2,Truffle Fries,6.00,2025-03-29 02:30:00
1145,1,Classic Burger,10.00,2025-03-11 02:38:00
1145,2,Truffle Fries,6.00,2025-03-11 02:38:00
1146,1,Classic Burger,10.00,2025-01-23 04:06:00
1146,2,Truffle Fries,6.00,2025-01-23 04:06:00
1147,1,Classic Burger,10.00,2025-03-06 03:00:00
1147,2,Truffle Fries,6.00,2025-03-06 03:00:00
1148,1,Classic Burger,10.00,2025-03-07 20:16:00
1149,7,Milkshake,7.00,2025-01-03 19:05:00
1150,7,Milkshake,7.00,2025-03-25 02:36:00
1151,1,Classic Burger,10.00,2025-03-07 12:58:00
1151,2,Truffle Fries,6.00,2025-03-07 12:58:00
1152,6,Soda,3.00,2025-03-05 22:02:00
1153,6,Soda,3.00,2025-02-25 02:37:00
1154,6,Soda,3.00,2025-02-21 23:17:00
1155,4,Onion Rings,5.00,2025-02-09 10:48:00
1155,5,Veggie Burger,11.00,2025-02-09 10:48:00
1155,7,Milkshake,7.00,2025-02-09 10:48:00
1156,3,Lobster Roll,18.00,2025-03-17 07:24:00
1156,4,Onion Rings,5.00,2025-03-17 07:24:00
1156,6,Soda,3.00,2025-03-17 07:24:00
1157,6,Soda,3.00,2025-02-12 07:18:00
1158,3,Lobster Roll,18.00,2025-03-09 06:00:00
1158,4,Onion Rings,5.00,2025-03-09 06:00:00
1159,3,Lobster Roll,18.00,2025-03-12 23:13:00
1159,4,Onion Rings,5.00,2025-03-12 23:13:00
1160,1,Classic Burger,10.00,2025-03-19 23:35:00
1160,6,Soda,3.00,2025-03-19 23:35:00
1161,2,Truffle Fries,6.00,2025-03-10 18:26:00
1162,1,Classic Burger,10.00,2025-02-04 22:54:00
1162,2,Truffle Fries,6.00,2025-02-04 22:54:00
1162,6,Soda,3.00,2025-02-04 22:54:00
1163,6,Soda,3.00,2025-02-02 18:07:00
1164,5,Veggie Burger,11.00,2025-03-22 14:05:00
1165,1,Classic Burger,10.00,2025-01-18 20:22:00
1165,6,Soda,3.00,2025-01-18 20:22:00
1166,3,Lobster Roll,18.00,2025-03-05 07:39:00
1166,4,Onion Rings,5.00,2025-03-05 07:39:00
1166,6,Soda,3.00,2025-03-05 07:39:00
1167,2,Truffle Fries,6.00,2025-01-21 15:05:00
1168,5,Veggie Burger,11.00,2025-03-02 21:26:00
1169,4,Onion Rings,5.00,2025-03-10 08:31:00
1170,1,Classic Burger,10.00,2025-02-11 18:13:00
1170,2,Truffle Fries,6.00,2025-02-11 18:13:00
1170,6,Soda,3.00,2025-02-11 18:13:00
1171,6,Soda,3.00,2025-01-12 08:10:00
1172,1,Classic Burger,10.00,2025-03-05 06:41:00
1172,2,Truffle Fries,6.00,2025-03-05 06:41:00
1172,6,Soda,3.00,2025-03-05 06:41:00
1173,6,Soda,3.00,2025-03-31 08:25:00
1174,1,Classic Burger,10.00,2025-03-31 16:57:00
1174,2,Truffle Fries,6.00,2025-03-31 16:57:00
1174,6,Soda,3.00,2025-03-31 16:57:00
1175,6,Soda,3.00,2025-01-02 17:54:00
1176,7,Milkshake,7.00,2025-01-05 14:25:00
1177,7,Milkshake,7.00,2025-03-05 22:31:00
1178,3,Lobster Roll,18.00,2025-03-10 23:29:00
1179,1,Classic Burger,10.00,2025-02-10 13:13:00
1179,6,Soda,3.00,2025-02-10 13:13:00
1180,6,Soda,3.00,2025-01-11 20:13:00
1181,5,Veggie Burger,11.00,2025-01-08 04:50:00
1181,6,Soda,3.00,2025-01-08 04:50:00
1182,1,Classic Burger,10.00,2025-03-28 20:23:00
1182,6,Soda,3.00,2025-03-28 20:23:00
1183,5,Veggie Burger,11.00,2025-02-25 15:31:00
1184,2,Truffle Fries,6.00,2025-03-25 03:39:00
1185,1,Classic Burger,10.00,2025-02-09 11:47:00
1185,2,Truffle Fries,6.00,2025-02-09 11:47:00
1186,6,Soda,3.00,2025-03-28 17:02:00
1187,1,Classic Burger,10.00,2025-01-25 13:07:00
1187,5,Veggie Burger,11.00,2025-01-25 13:07:00
1187,6,Soda,3.00,2025-01-25 13:07:00
1187,7,Milkshake,7.00,2025-01-25 13:07:00
1188,2,Truffle Fries,6.00,2025-02-07 15:25:00
1189,1,Classic Burger,10.00,2025-01-27 23:15:00
1189,2,Truffle Fries,6.00,2025-01-27 23:15:00
1189,6,Soda,3.00,2025-01-27 23:15:00
1190,5,Veggie Burger,11.00,2025-01-07 22:29:00
1191,6,Soda,3.00,2025-03-02 15:22:00
1192,4,Onion Rings,5.00,2025-01-11 21:43:00
1193,1,Classic Burger,10.00,2025-03-25 03:27:00
1193,2,Truffle Fries,6.00,2025-03-25 03:27:00
1193,6,Soda,3.00,2025-03-25 03:27:00
1194,6,Soda,3.00,2025-02-24 14:53:00
1195,2,Truffle Fries,6.00,2025-01-27 17:28:00
1196,6,Soda,3.00,2025-01-29 03:17:00
1197,4,Onion Rings,5.00,2025-02-16 00:17:00
1198,1,Classic Burger,10.00,2025-02-24 21:25:00
1198,2,Truffle Fries,6.00,2025-02-24 21:25:00
1198,6,Soda,3.00,2025-02-24 21:25:00
1199,1,Classic Burger,10.00,2025-01-09 18:30:00
1199,2,Truffle Fries,6.00,2025-01-09 18:30:00
1200,7,Milkshake,7.00,2025-01-03 08:19:00
1201,5,Veggie Burger,11.00,2025-01-25 23:45:00
1201,6,Soda,3.00,2025-01-25 23:45:00
1202,7,Milkshake,7.00,2025-02-10 17:03:00
1203,2,Truffle Fries,6.00,2025-02-23 17:40:00
1204,1,Classic Burger,10.00,2025-03-30 15:56:00
1204,2,Truffle Fries,6.00,2025-03-30 15:56:00
1204,6,Soda,3.00,2025-03-30 15:56:00
1205,1,Classic Burger,10.00,2025-03-20 12:44:00
1205,2,Truffle Fries,6.00,2025-03-20 12:44:00
1205,6,Soda,3.00,2025-03-20 12:44:00
1206,6,Soda,3.00,2025-02-06 21:48:00
1207,1,Classic Burger,10.00,2025-02-11 20:34:00
1207,2,Truffle Fries,6.00,2025-02-11 20:34:00
1207,6,Soda,3.00,2025-02-11 20:34:00
1208,3,Lobster Roll,18.00,2025-03-21 04:25:00
1209,1,Classic Burger,10.00,2025-02-08 01:45:00
1209,2,Truffle Fries,6.00,2025-02-08 01:45:00
1210,6,Soda,3.00,2025-02-10 16:39:00
1211,1,Classic Burger,10.00,2025-02-20 10:47:00
1211,2,Truffle Fries,6.00,2025-02-20 10:47:00
1212,7,Milkshake,7.00,2025-01-04 02:03:00
1213,6,Soda,3.00,2025-01-23 05:45:00
1214,4,Onion Rings,5.00,2025-01-02 16:52:00
1214,7,Milkshake,7.00,2025-01-02 16:52:00
1215,1,Classic Burger,10.00,2025-03-25 13:19:00
1216,6,Soda,3.00,2025-03-27 08:24:00
1217,2,Truffle Fries,6.00,2025-01-26 08:18:00
1218,1,Classic Burger,10.00,2025-02-13 10:34:00
1218,2,Truffle Fries,6.00,2025-02-13 10:34:00
1218,6,Soda,3.00,2025-02-13 10:34:00
1219,6,Soda,3.00,2025-02-16 17:16:00
1220,1,Classic Burger,10.00,2025-01-07 19:30:00
1220,6,Soda,3.00,2025-01-07 19:30:00
1221,1,Classic Burger,10.00,2025-02-16 16:10:00
1221,2,Truffle Fries,6.00,2025-02-16 16:10:00
1222,7,Milkshake,7.00,2025-02-23 05:51:00
1223,2,Truffle Fries,6.00,2025-01-14 23:36:00
1224,4,Onion Rings,5.00,2025-01-31 17:13:00
1225,7,Milkshake,7.00,2025-02-11 21:42:00
1226,5,Veggie Burger,11.00,2025-03-31 17:32:00
1226,6,Soda,3.00,2025-03-31 17:32:00
1227,1,Classic Burger,10.00,2025-01-05 10:20:00
1227,2,Truffle Fries,6.00,2025-01-05 10:20:00
1228,5,Veggie Burger,11.00,2025-04-01 10:13:00
1229,1,Classic Burger,10.00,2025-01-04 19:52:00
1229,6,Soda,3.00,2025-01-04 19:52:00
1230,2,Truffle Fries,6.00,2025-03-19 09:01:00
1231,1,Classic Burger,10.00,2025-02-12 01:10:00
1231,2,Truffle Fries,6.00,2025-02-12 01:10:00
1232,3,Lobster Roll,18.00,2025-01-08 06:27:00
1232,6,Soda,3.00,2025-01-08 06:27:00
1233,1,Classic Burger,10.00,2025-03-01 14:35:00
1233,2,Truffle Fries,6.00,2025-03-01 14:35:00
1234,1,Classic Burger,10.00,2025-03-29 07:20:00
1235,5,Veggie Burger,11.00,2025-01-04 17:25:00
1235,7,Milkshake,7.00,2025-01-04 17:25:00
1236,6,Soda,3.00,2025-01-22 03:57:00
1237,6,Soda,3.00,2025-01-10 10:03:00
1238,2,Truffle Fries,6.00,2025-01-10 14:33:00
1239,1,Classic Burger,10.00,2025-03-24 16:33:00
1239,2,Truffle Fries,6.00,2025-03-24 16:33:00
1239,6,Soda,3.00,2025-03-24 16:33:00
1240,1,Classic Burger,10.00,2025-02-09 15:50:00
1240,2,Truffle Fries,6.00,2025-02-09 15:50:00
1241,1,Classic Burger,10.00,2025-01-16 22:20:00
1241,2,Truffle Fries,6.00,2025-01-16 22:20:00
1241,6,Soda,3.00,2025-01-16 22:20:00
1242,6,Soda,3.00,2025-02-15 18:10:00
1243,5,Veggie Burger,11.00,2025-02-12 10:23:00
1244,6,Soda,3.00,2025-02-12 19:21:00
1245,1,Classic Burger,10.00,2025-01-15 20:06:00
1246,2,Truffle Fries,6.00,2025-03-30 00:35:00
1247,1,Classic Burger,10.00,2025-03-19 09:35:00
1248,5,Veggie Burger,11.00,2025-02-05 04:06:00
1249,6,Soda,3.00,2025-03-31 11:21:00
1250,4,Onion Rings,5.00,2025-01-02 04:41:00
1251,7,Milkshake,7.00,2025-03-10 05:45:00
1252,3,Lobster Roll,18.00,2025-03-10 06:51:00
1252,6,Soda,3.00,2025-03-10 06:51:00
1253,6,Soda,3.00,2025-02-25 17:09:00
1254,5,Veggie Burger,11.00,2025-01-18 18:20:00
1255,1,Classic Burger,10.00,2025-03-18 18:22:00
1255,2,Truffle Fries,6.00,2025-03-18 18:22:00
1255,7,Milkshake,7.00,2025-03-18 18:22:00
1256,1,Classic Burger,10.00,2025-02-10 13:59:00
1256,2,Truffle Fries,6.00,2025-02-10 13:59:00
1256,6,Soda,3.00,2025-02-10 13:59:00
1257,6,Soda,3.00,2025-01-31 04:43:00
1258,6,Soda,3.00,2025-01-13 11:42:00
1259,4,Onion Rings,5.00,2025-02-03 18:13:00
1260,1,Classic Burger,10.00,2025-03-18 01:11:00
1261,6,Soda,3.00,2025-01-28 07:44:00
1262,3,Lobster Roll,18.00,2025-01-11 22:35:00
1262,4,Onion Rings,5.00,2025-01-11 22:35:00
1263,6,Soda,3.00,2025-03-04 00:27:00
1264,6,Soda,3.00,2025-03-30 12:01:00
1265,5,Veggie Burger,11.00,2025-01-09 16:16:00
1265,6,Soda,3.00,2025-01-09 16:16:00
1266,2,Truffle Fries,6.00,2025-01-12 16:59:00
1267,1,Classic Burger,10.00,2025-03-03 15:45:00
1267,2,Truffle Fries,6.00,2025-03-03 15:45:00
1268,1,Classic Burger,10.00,2025-03-03 21:12:00
1268,2,Truffle Fries,6.00,2025-03-03 21:12:00
1269,5,Veggie Burger,11.00,2025-03-25 18:24:00
1270,1,Classic Burger,10.00,2025-03-06 06:31:00
1270,2,Truffle Fries,6.00,2025-03-06 06:31:00
1270,6,Soda,3.00,2025-03-06 06:31:00
1271,7,Milkshake,7.00,2025-01-29 03:53:00
1272,6,Soda,3.00,2025-01-22 19:55:00
1273,2,Truffle Fries,6.00,2025-02-11 17:59:00
1274,7,Milkshake,7.00,2025-03-05 20:29:00
1275,6,Soda,3.00,2025-03-10 00:30:00
1276,1,Classic Burger,10.00,2025-03-02 01:41:00
1276,2,Truffle Fries,6.00,2025-03-02 01:41:00
1276,6,Soda,3.00,2025-03-02 01:41:00
1277,5,Veggie Burger,11.00,2025-01-04 10:28:00
1277,6,Soda,3.00,2025-01-04 10:28:00
1277,7,Milkshake,7.00,2025-01-04 10:28:00
1278,1,Classic Burger,10.00,2025-02-03 11:17:00
1278,2,Truffle Fries,6.00,2025-02-03 11:17:00
1279,1,Classic Burger,10.00,2025-02-03 02:32:00
1279,2,Truffle Fries,6.00,2025-02-03 02:32:00
1280,2,Truffle Fries,6.00,2025-03-17 11:28:00
1281,5,Veggie Burger,11.00,2025-02-28 20:49:00
1281,6,Soda,3.00,2025-02-28 20:49:00
1282,6,Soda,3.00,2025-01-12 22:05:00
1283,6,Soda,3.00,2025-03-17 23:45:00
1284,6,Soda,3.00,2025-01-21 02:45:00
1285,1,Classic Burger,10.00,2025-03-12 22:38:00
1285,6,Soda,3.00,2025-03-12 22:38:00
1286,7,Milkshake,7.00,2025-01-14 15:04:00
1287,1,Classic Burger,10.00,2025-03-15 03:22:00
1287,2,Truffle Fries,6.00,2025-03-15 03:22:00
1287,6,Soda,3.00,2025-03-15 03:22:00
1287,7,Milkshake,7.00,2025-03-15 03:22:00
1288,1,Classic Burger,10.00,2025-03-14 05:21:00
1288,2,Truffle Fries,6.00,2025-03-14 05:21:00
1288,6,Soda,3.00,2025-03-14 05:21:00
1289,4,Onion Rings,5.00,2025-02-08 18:36:00
1290,2,Truffle Fries,6.00,2025-02-13 19:22:00
1291,1,Classic Burger,10.00,2025-02-24 11:52:00
1291,2,Truffle Fries,6.00,2025-02-24 11:52:00
1291,7,Milkshake,7.00,2025-02-24 11:52:00
1292,6,Soda,3.00,2025-03-25 04:11:00
1293,5,Veggie Burger,11.00,2025-02-12 03:36:00
1293,7,Milkshake,7.00,2025-02-12 03:36:00
1294,1,Classic Burger,10.00,2025-02-09 06:12:00
1294,5,Veggie Burger,11.00,2025-02-09 06:12:00
1295,5,Veggie Burger,11.00,2025-01-30 18:39:00
1295,6,Soda,3.00,2025-01-30 18:39:00
1295,7,Milkshake,7.00,2025-01-30 18:39:00
1296,6,Soda,3.00,2025-02-20 08:54:00
1297,4,Onion Rings,5.00,2025-02-24 20:01:00
1298,2,Truffle Fries,6.00,2025-02-25 13:34:00
1299,6,Soda,3.00,2025-01-11 20:56:00
1300,4,Onion Rings,5.00,2025-03-12 10:49:00
1301,2,Truffle Fries,6.00,2025-02-09 14:30:00
1302,6,Soda,3.00,2025-02-01 07:24:00
1303,1,Classic Burger,10.00,2025-03-08 20:51:00
1303,2,Truffle Fries,6.00,2025-03-08 20:51:00
1304,4,Onion Rings,5.00,2025-01-15 08:26:00
1304,5,Veggie Burger,11.00,2025-01-15 08:26:00
1304,6,Soda,3.00,2025-01-15 08:26:00
1305,6,Soda,3.00,2025-01-10 05:56:00
1306,4,Onion Rings,5.00,2025-01-13 07:14:00
1307,4,Onion Rings,5.00,2025-02-21 13:48:00
1308,1,Classic Burger,10.00,2025-02-07 20:25:00
1308,2,Truffle Fries,6.00,2025-02-07 20:25:00
